Date,pro1,pro2,pro3,pro4,lumbini,Karnali,Supa,Antigen,Total,sum,cum,pro1,,,pro2,,,pro3,,,pro4,,,pro5,,,pro6,,,pro7,,,,P1,P2,P3,P4,P5,P6,P7,,Active(Nepal),AP1,AP2,AP3,AP4,AP5,AP6,AP7,,St,S1,S2,S3,S4,S5,S6,S7,,kathamandu,Lalitpur,bhaktapur,Valley,,Aktm,Alalitpur,Abhaktapur,Avalley,,Stktm,Stlalit,Stbhaktapur,,IHHS,Ratio
3/14/2021,3,0,27,16,5,1,1,0,53,53,53,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,IIS,ICU,Vent,,3,0,27,16,5,1,1,,,,,,,,,,,,,,,,,,,,19,2,1,22,,,,,,,,,,,#VALUE!,
5/26/2021,869,481,2579,1159,1074,239,276,37,6714,6714,264944,940,214,48,692,187,35,3087,845,279,901,156,34,1324,171,19,374,55,7,1139,43,12,,873.815486,483.6654186,2593.291298,1165.422495,1079.951475,240.3243972,277.5294294,,134068,15668.98386,8725.318349,61940.09549,11107.88939,20340.52426,5968.621802,10316.56685,,25735056,4742994,5855319,5898252,2453326,4784359,1691681,2744706,12/2/2022,1139,241,113,1493,,28333,6180,3872,38385,,1920920,1484314,395497,3800731,7491,0.054828911
5/27/2021,877,513,3579,653,586,212,311,208,6939,6939,271883,936,210,53,734,188,42,2913,807,287,427,156,34,1288,184,20,363,55,7,1189,45,14,,904.1008765,528.8526222,3689.597534,673.1788739,604.1084534,218.5511811,320.6104591,,131524,15695.72658,8806.331538,60891.75539,11126.612,19033.17258,5750.529536,10219.87238,,25728117,4742117,5854806,5894673,2452673,4783773,1691469,2744395,2/13/2022,1738,364,265,2367,,27338,6063,3789,37190,,1919182,1483950,393130,3796262,7570,0.056463884
5/28/2021,872,460,3630,535,890,101,367,96,6951,6951,278834,936,210,53,683,177,36,2868,775,289,693,176,36,1193,190,19,380,51,5,1197,48,12,,884.2118162,466.4420131,3680.835886,542.4923414,902.463895,102.414442,372.1396061,,129170,15682.47628,8928.293144,59902.96798,11145.33296,18283.74213,5522.565108,9704.622399,,25721166,4741245,5854346,5891043,2452138,4782883,1691368,2744028,2/14/2022,1796,315,231,2342,,26676,5822,3685,36183,,1917386,1483635,390788,3791809,7374,0.056065813
5/29/2021,724,316,1912,509,494,105,251,176,4487,4487,283321,951,233,58,674,157,40,2838,775,293,690,174,36,1141,174,19,420,50,2,1095,51,9,,753.5578752,328.9009511,1990.058919,529.7803294,514.1679425,109.2867084,261.2472744,,124697,15541.25017,8636.013367,57501.18795,11127.90678,17480.56105,5201.180022,9208.900662,,25716679,4740521,5854030,5889131,2451629,4782389,1691263,2743777,2/15/2022,867,199,105,1171,,25397,5577,3443,34417,,1916519,1483436,389617,3789572,7199,0.055732755
5/30/2021,786,272,1440,401,344,137,322,667,4369,4369,287690,943,237,48,610,144,32,2800,720,258,542,166,31,1160,183,21,372,50,5,1136,45,12,,927.6158833,321.0070232,1699.448947,473.2493247,405.9794706,161.6836845,380.0156672,,120546,15558.20112,8454.896851,54866.67681,10967.21256,16745.44214,4887.909177,9065.661339,,25712310,4739735,5853758,5887691,2451228,4782045,1691126,2743455,2/16/2022,804,89,113,1006,,24320,5230,3264,32814,,1915715,1483347,388611,3787673,6997,0.056112016
5/31/2021,709,313,2079,301,292,144,392,584,4762,4814,292452,899,227,63,568,126,28,2829,744,265,498,152,31,1124,152,23,385,51,5,1035,40,9,,806.8855792,356.2132388,2366.029787,342.5565012,332.313948,163.8808511,446.1200946,,117141,15659.63492,8329.981828,53706.46275,10714.95648,15265.91232,4757.428855,8758.622846,,25707548,4739026,5853445,5885612,2450927,4781753,1690982,2743063,2/17/2022,890,252,121,1263,,22864,5028,3087,30979,,1914825,1483095,387348,3785268,6678,0.055397939
1/6/2021,873,482,2524,500,516,197,171,800,6085,6063,298537,936,234,60,531,120,30,2686,721,246,470,149,28,1133,172,24,370,53,6,959,42,10,,1005.699981,555.266198,2907.65951,576.0022801,594.434353,226.9448983,196.9927798,,115858,15920.0752,8285.011831,53132.55091,10995.8762,14669.94536,4568.43827,8316.10223,,25701463,4738153,5852963,5883088,2450427,4781237,1690785,2742892,2/18/2022,1060,283,215,1558,,21875,4946,3081,29902,,1913765,1482812,385790,3782367,6523,0.055685029
2/6/2021,721,379,2115,309,490,226,297,792,5316,5329,303853,909,232,63,505,112,28,2592,709,230,343,137,26,1106,169,20,366,47,7,1041,40,11,,846.8611417,445.1600176,2484.20432,362.9404893,575.5366983,265.45162,348.845713,,111927,15541.44243,8002.314923,51975.45995,10559.58153,13789.76821,4495.094608,7606.338354,,25696147,4737432,5852584,5880973,2450118,4780747,1690559,2742595,2/19/2022,969,306,181,1456,,20856,4982,3034,28872,,1912796,1482506,384334,3779636,6463,0.055783804
3/6/2021,559,349,2886,1356,357,149,169,1000,6825,6825,310678,1005,221,57,444,113,22,2571,726,256,808,139,23,1078,169,25,371,46,5,653,30,10,,654.9656652,408.9141631,3381.450644,1588.7897,418.2875536,174.5793991,198.0128755,,110549,14952.2461,7891.988059,51403.62114,11493.01848,13157.47488,4207.902375,7485.748968,,25689322,4736873,5852235,5878087,2448762,4780390,1690410,2742426,2/20/2022,1630,298,129,2057,,19886,4877,2934,27697,,1911166,1482208,382277,3775651,6428,0.057430289
4/6/2021,862,411,2047,577,381,144,202,2029,6653,6653,317331,1005,212,52,433,112,27,2542,716,252,704,144,33,1031,158,24,379,48,5,713,32,11,,1240.243512,591.3458045,2945.218642,830.1862024,548.1818772,207.1868512,290.6371107,,109029,14973.22882,7738.398967,51041.73425,11667.45927,12651.59922,4052.250189,6947.329283,,25682669,4736011,5851824,5876040,2448185,4780009,1690266,2742224,2/21/2022,897,299,188,1384,,19031,4776,2827,26634,,1910269,1481909,380893,3773071,6305,0.057033533
5/6/2021,695,344,1338,292,381,290,200,1502,5042,5042,322373,1005,213,52,387,107,23,2614,755,243,575,138,25,1011,156,23,355,50,6,713,32,9,,989.8841808,489.9570621,1905.705085,415.8937853,542.6559322,413.0451977,284.8587571,,105705,15077.85938,7689.33045,49175.26969,11727.0309,11512.5761,3969.674489,6596.258986,,25677627,4735316,5851480,5874702,2447893,4779628,1689976,2742024,2/22/2022,723,141,73,937,,17943,4589,2721,25253,,1909546,1481768,379956,3771270,6181,0.056691339
6/6/2021,431,281,1640,154,319,110,89,455,3479,3479,325852,1005,201,45,345,92,21,2630,794,258,575,138,28,972,147,17,333,39,5,654,31,7,,495.849537,323.2800926,1886.759259,177.1712963,366.9976852,126.5509259,102.3912037,,100577,14285.78148,7516.072539,47270.9357,11131.24098,10757.50028,3819.802196,5838.666843,,25674148,4734885,5851199,5873062,2447739,4779309,1689866,2741935,2/23/2022,731,254,146,1131,,16913,4149,2501,23563,,1908815,1481514,378825,3769154,7009,0.066307176
7/6/2021,510,210,1738,381,326,144,61,1102,4472,4472,330324,849,197,35,371,90,22,2559,771,266,1461,128,36,993,172,23,327,47,10,620,29,5,,676.7715134,278.6706231,2306.331157,505.5881306,432.6029674,191.0884273,80.94718101,,96069,13808.56393,7194.752474,45528.89763,11251.12081,10111.37434,3366.998178,4850.292641,,25669676,4734375,5850989,5871324,2447358,4778983,1689722,2741874,2/24/2022,790,190,135,1115,,15897,3658,2338,21893,,1908025,1481324,377710,3767059,5913,0.058790777
8/6/2021,733,290,1765,421,325,128,208,1283,5153,5153,335477,801,202,34,280,72,21,2510,738,254,764,114,28,918,137,19,321,34,9,592,24,7,,976.0074935,386.1421189,2350.140827,560.5718346,432.745478,170.4351421,276.9571059,,93308,13982.54721,7029.89354,44274.09584,10860.72107,9190.052959,3166.627318,4847.062066,,25664523,4733642,5850699,5869559,2446937,4778658,1689594,2741666,2/25/2022,836,269,121,1226,,14870,3500,2136,20506,,1907189,1481055,376484,3764728,5569,0.057968752
9/6/2021,646,259,1392,426,315,204,247,895,4344,4384,339821,825,202,49,312,67,18,2468,724,247,525,114,27,909,138,19,305,37,8,554,30,7,,811.7122385,325.4388077,1749.076526,535.27773,395.8039553,256.3301806,310.3605618,,90227,13948.92011,6814.397445,42085.45422,10465.30282,8863.924781,3266.641709,4865.358916,,25660179,4732996,5850440,5868167,2446511,4778343,1689390,2741419,2/26/2022,679,151,85,915,,14410,3410,2108,19928,,1906510,1480904,375569,3762983,5412,0.058001458
10/6/2021,658,170,1241,351,251,109,119,875,3749,3774,343570,770,188,55,267,60,15,2367,724,247,519,108,29,903,125,19,323,36,8,531,20,9,,856.6029665,221.3107968,1615.568817,456.941704,326.7588824,141.8992756,154.9175578,,85340,13704.78575,6510.566951,39551.37716,9736.043018,8472.990567,3169.653182,4302.583377,,25656430,4732338,5850270,5866926,2446160,4778092,1689281,2741300,2/27/2022,540,125,99,764,,13212,3171,1942,18325,,1905970,1480779,374805,3761554,5236,0.05803141
11/6/2021,318,106,1548,259,193,189,104,1041,3750,3758,347320,790,196,54,289,58,14,2295,687,241,551,89,27,831,116,18,333,22,4,500,21,8,,439.8395289,146.6131763,2141.105631,358.2340817,266.9466323,261.4140596,143.84689,,82376,13270.80979,6173.514709,39099.19149,8928.854604,7659.985724,3190.742845,4168.900838,,25652680,4732020,5850164,5865378,2445901,4777899,1689092,2741196,2/28/2022,921,163,56,1140,,12337,3019,1767,17123,,1905049,1480616,373665,3759330,4998,0.058565737
12/6/2021,521,162,989,287,227,83,114,1002,3384,3385,350704,802,197,55,276,50,12,2294,725,249,491,94,25,669,104,18,338,20,8,478,16,6,,740.0692405,230.117499,1404.853126,407.6772975,322.4485942,117.8997063,161.9345363,,78821,13106.77815,5874.779586,36814.44708,8663.353028,7378.325865,3090.09137,4010.224915,,25649296,4731499,5850002,5864389,2445614,4777672,1689009,2741082,1/3/2022,391,130,77,598,,11861,2950,1739,16550,,1904658,1480486,373067,3758211,4895,0.059422647
6/13/2021,165,137,900,302,122,24,44,713,2407,2407,353111,753,162,50,270,50,10,2224,673,233,480,85,20,663,91,20,365,20,8,456,19,6,,234.4480519,194.662928,1278.807556,429.1109799,173.3494687,34.10153483,62.51948052,,74277,12457.01439,5603.000501,34412.41875,8549.971667,6649.211439,3021.778463,3700.604789,,25646889,4731334,5849865,5863489,2445312,4777550,1688985,2741038,2/3/2022,483,112,58,653,,11540,2973,1684,16197,,1904175,1480374,372414,3756963,4362,0.055340582
6/14/2021,468,110,1062,185,152,33,42,869,2918,2921,356029,710,163,59,250,47,10,1908,574,205,445,84,18,644,80,15,363,19,9,362,28,8,,666.1929825,156.5838207,1511.745614,263.3455166,216.3703704,46.9751462,59.78654971,,72708,12369.6495,5430.68337,33934.10545,8283.536854,6351.413867,2959.4669,3499.144065,,25643971,4730866,5849755,5862427,2445127,4777398,1688952,2740996,3/3/2022,396,145,66,607,,11046,2866,1629,15541,,1903779,1480229,371807,3755815,4054,0.05457948
6/15/2021,234,81,835,257,145,92,36,1064,2745,2744,358774,719,193,53,251,48,7,1791,535,175,425,78,19,590,71,15,326,19,9,287,23,7,,382.2,132.3,1363.833333,419.7666667,236.8333333,150.2666667,58.8,,71084,11824.23361,5241.976347,33598.48983,8230.054196,6182.267729,2948.049883,3177.928397,,25641226,4730632,5849674,5861592,2444870,4777253,1688860,2740960,4/3/2022,455,74,16,545,,10441,2657,1430,14528,,1903324,1480155,371262,3754741,4085,0.056183639
6/16/2021,602,177,891,147,144,6,47,814,2828,2828,361602,626,146,49,223,40,6,1731,528,178,552,74,15,586,69,17,319,19,7,274,26,7,,845.3108242,248.5382324,1251.116187,206.4131082,202.2005958,8.425024826,65.99602781,,69150,11862.65886,5134.301341,32483.57623,8093.910803,6052.154377,2792.594056,2797.804331,,25638398,4730030,5849497,5860701,2444723,4777109,1688854,2740913,5/3/2022,354,66,24,444,,9826,2417,1273,13516,,1902970,1480089,370818,3753877,3866,0.05438636
6/17/2021,340,100,794,387,80,39,31,839,2607,2610,364209,639,169,35,228,36,4,1634,520,164,516,74,17,564,69,14,315,19,7,298,29,8,,501.0728402,147.3743648,1170.152456,570.3387916,117.8994918,57.47600226,45.68605308,,65672,11358.03172,4726.409508,30746.06918,8088.247314,5575.619516,2623.12516,2646.497604,,25635791,4729690,5849397,5859907,2444336,4777029,1688815,2740882,6/3/2022,413,121,36,570,,8609,2240,1180,12029,,1902557,1479968,370248,3752773,4010,0.057989877
6/18/2021,347,112,765,546,104,57,32,805,2768,2768,366977,568,150,47,213,36,1,1551,490,154,772,75,18,540,78,18,310,17,2,295,26,6,,489.3000509,157.9296994,1078.716251,769.9072848,146.6490066,80.37493632,45.12277127,,63124,11000.47063,4439.179189,29340.58111,8495.21411,5146.731824,2438.048477,2342.774662,,25633023,4729343,5849285,5859142,2443790,4776925,1688758,2740850,7/3/2022,394,60,54,508,,8106,2001,1046,11153,,1902163,1479908,369740,3751811,3622,0.055152881
6/19/2021,370,118,659,419,69,25,28,713,2401,2401,369378,550,150,47,190,37,2,1525,481,162,521,78,19,537,82,20,281,21,2,281,25,6,,526.285545,167.8424171,937.3572275,595.9828199,98.14514218,35.55983412,39.82701422,,58700,10871.79051,4198.107443,26896.4877,7502.40723,4826.589413,2299.028912,2184.588801,,25630622,4728973,5849167,5858483,2443371,4776856,1688733,2740822,8/3/2022,201,92,44,337,,7584,1952,1017,10553,,1901962,1479816,369403,3751181,3415,0.054099867
6/20/2021,134,55,710,379,66,52,28,1021,2442,2445,371820,550,152,49,185,37,2,1456,484,152,401,77,18,543,81,17,284,15,5,280,25,7,,230.0772472,94.43469101,1219.066011,650.7408708,113.3216292,89.28370787,48.0758427,,54489,9861.624241,3701.19633,25170.33506,7322.961899,4391.729165,2181.125768,1942.027533,,25628180,4728839,5849112,5857773,2442992,4776790,1688681,2740794,9/3/2022,450,73,25,548,,7303,1771,896,9970,,1901512,1479743,368855,3750110,3445,0.058688245
6/21/2021,433,69,602,402,59,11,8,713,2297,2297,374117,488,114,37,169,33,2,1445,472,154,540,84,21,506,69,12,253,15,3,235,24,8,,627.9046717,100.0587121,872.9760101,582.9507576,85.55744949,15.95138889,11.6010101,,51744,9499.644732,3311.29798,24137.60599,7490.018871,3934.630682,1784.031959,1668.769786,,25625883,4728406,5849043,5857171,2442590,4776731,1688670,2740786,10/3/2022,285,61,33,379,,6798,1642,794,9234,,1901227,1479682,368476,3749385,3026,0.055534145
6/22/2021,369,51,882,486,189,40,42,819,2878,2878,376995,488,116,38,146,35,3,1328,434,136,376,79,18,478,59,14,197,16,2,210,22,7,,515.7756192,71.28606119,1232.829529,679.3142302,264.1777562,55.91063623,58.70616804,,51143,9519.570814,3059.303948,23483.67626,7992.161805,3831.810753,1713.39167,1625.08475,,25623005,4728037,5848992,5856289,2442104,4776542,1688630,2740744,11/3/2022,310,99,67,476,,6272,1472,740,8484,,1900917,1479583,368000,3748500,3023,0.058422233
6/23/2021,504,58,707,109,70,45,18,910,2421,2421,379416,528,128,36,135,32,3,1308,417,136,456,74,20,449,53,13,171,15,1,187,15,4,,807.5340834,92.9305096,1132.790867,174.645268,112.1575116,72.10125745,28.84050298,,49092,9650.333384,2873.563835,22310.13597,7661.218942,3511.365298,1594.4045,1572.978072,,25620584,4727533,5848934,5855582,2441995,4776472,1688585,2740726,12/3/2022,346,94,57,497,,5939,1415,712,8066,,1900571,1479489,367503,3747563,2900,0.056703752
6/24/2021,397,95,716,218,116,17,18,897,2474,2474,381890,513,144,45,133,30,1,1244,405,129,392,77,16,445,51,12,168,17,1,158,11,3,,622.8142042,149.0361446,1123.26189,341.9987318,181.9809765,26.66962587,28.23842739,,46413,9297.140095,2636.457861,21083.25703,7442.645839,3260.600796,1450.638984,1324.259394,,25618110,4727136,5848839,5854866,2441777,4776356,1688568,2740708,3/13/2022,234,68,33,335,,5633,1358,646,7637,,1900337,1479421,367168,3746926,2698,0.054958038
6/25/2021,303,76,612,532,130,36,34,755,2476,2478,384366,528,114,28,126,26,1,1198,409,133,290,77,19,433,60,13,171,16,1,138,12,6,,435.7713291,109.3023796,880.1717934,765.116657,186.9645966,51.77481138,48.89843297,,44545,8921.199185,2420.321432,20214.3523,7672.484766,3051.761437,1246.083614,1062.797265,,25615634,4726833,5848763,5854254,2441245,4776226,1688532,2740674,3/14/2022,308,76,43,427,,5020,1271,633,6924,,1900029,1479345,366741,3746115,2619,0.056428156
6/26/2021,210,59,488,248,63,76,35,842,2016,2021,386382,542,145,42,101,24,1,1130,405,141,313,77,18,429,60,14,192,14,2,118,9,4,,359.9745547,101.1357082,836.5122986,425.1128075,107.9923664,130.2765055,59.99575912,,42812,8424.570774,2300.146344,19435.29578,7640.65587,2832.994921,1234.460844,967.8754661,,25613618,4726623,5848704,5853766,2440997,4776163,1688456,2740639,3/15/2022,181,43,25,249,,4810,1184,581,6575,,1899848,1479302,366492,3745642,2592,0.058188349
6/27/2021,337,42,661,176,68,51,19,567,1920,1921,388302,608,133,31,96,21,1,1072,395,137,330,78,15,425,57,10,189,12,2,127,10,4,,478.1218612,59.58788774,937.7998523,249.7016248,96.47562777,72.35672083,26.95642541,,40982,8462.853106,2213.121055,18231.99,7532.123413,2662.523917,1045.403505,850.9850016,,25611698,4726286,5848662,5853105,2440821,4776095,1688405,2740620,3/16/2022,292,100,32,424,,4619,1172,555,6346,,1899556,1479202,366068,3744826,2582,0.060310193
6/28/2021,437,59,767,169,46,25,12,935,2444,2450,390746,698,129,36,93,17,1,1072,369,129,290,66,13,412,54,9,203,13,2,107,9,3,,706.69967,95.41254125,1240.363036,273.30033,74.38943894,40.4290429,19.40594059,,40042,8429.483535,2078.416098,18067.49991,7397.746445,2414.464762,967.9328421,708.4564059,,25609254,4725849,5848603,5852338,2440652,4776049,1688380,2740608,3/17/2022,355,112,47,514,,4578,1139,536,6253,,1899201,1479090,365554,3743845,2653,0.064735738
6/29/2021,425,59,728,208,193,56,60,908,2636,2637,393382,803,125,37,84,19,1,1042,373,122,303,59,12,432,54,7,203,11,1,94,8,4,,648.1925969,89.98438404,1110.315789,317.2330827,294.3556969,85.40890688,91.50954309,,40271,8843.22808,1973.737554,17899.00815,7285.868548,2535.47099,1019.240214,737.4464685,,25606618,4725424,5848544,5851610,2440444,4775856,1688324,2740548,3/18/2022,302,100,56,458,,4425,1165,576,6166,,1898899,1478990,365096,3742985,2736,0.068328255
6/30/2021,541,45,796,320,115,26,47,1003,2892,2893,396274,870,126,37,74,10,1,1056,362,115,261,62,12,447,52,7,214,11,1,95,4,2,,828.1021164,68.88095238,1218.427513,489.8201058,176.0291005,39.7978836,71.94232804,,40245,9005.137214,1886.034685,17605.69004,7512.343137,2495.12972,1012.062952,749.6022468,,25603726,4724883,5848499,5850814,2440124,4775741,1688298,2740501,3/19/2022,436,89,47,572,,4507,1188,599,6294,,1898463,1478901,364524,3741888,2796,0.069429614
1/7/2021,649,45,644,356,113,41,12,903,2760,2763,399034,859,133,42,61,9,0,1021,354,109,321,69,17,428,51,9,209,10,1,95,3,3,,964.0790323,66.84677419,956.6516129,528.8322581,167.8596774,60.90483871,17.82580645,,40260,9587.016247,1820.58146,17198.50832,7621.408729,2426.156064,922.7011236,708.6280532,,25600966,4724234,5848454,5850170,2439768,4775628,1688257,2740489,3/20/2022,316,74,48,438,,4410,1141,611,6162,,1898147,1478827,364086,3741060,2710,0.067337557
2/7/2021,221,86,654,182,138,33,78,902,2299,2294,401333,870,138,39,57,7,0,1026,356,114,257,64,14,420,50,9,222,10,1,91,7,4,,364.2054598,141.7270115,1077.784483,299.933908,227.4224138,54.38362069,128.5431034,,39731,9105.910882,1713.770239,17025.17662,7714.929529,2451.377882,968.6597195,771.1751289,,25598667,4724013,5848368,5849516,2439586,4775490,1688224,2740411,3/21/2022,316,78,34,428,,4332,1159,591,6082,,1897831,1478749,363658,3740238,2793,0.069374069
3/7/2021,379,57,577,266,175,35,38,801,2328,2328,403661,895,136,39,50,7,0,1037,352,112,298,66,14,443,49,9,223,10,3,95,7,4,,577.8074656,86.89980354,879.6699411,405.5324165,266.7976424,53.35952849,57.93320236,,39452,9182.645508,1653.295677,16734.6941,7550.123153,2600.276033,964.5432457,783.4222782,,25596339,4723634,5848311,5848939,2439320,4775315,1688189,2740373,3/22/2022,246,81,49,376,,4377,1148,596,6121,,1897585,1478668,363282,3739535,2789,0.070197075
4/7/2021,253,21,563,135,42,13,14,561,1603,1602,405264,815,131,47,48,7,0,1070,344,106,234,65,13,460,48,11,242,9,1,82,4,3,,389.3429395,32.31700288,866.4034582,207.7521614,64.63400576,20.00576369,21.54466859,,38287,9082.688396,1527.682981,16522.38131,6987.96803,2518.261032,904.1740731,759.8441755,,25594736,4723381,5848290,5848376,2439185,4775273,1688176,2740359,3/23/2022,342,88,31,461,,4269,1163,602,6034,,1897243,1478580,362821,3738644,2559,0.064863632
5/7/2021,410,48,856,248,145,25,12,877,2622,2621,407886,747,113,45,44,5,0,1035,329,109,132,64,12,449,47,10,201,9,1,84,4,3,,616.1754587,72.13761468,1286.454128,372.7110092,217.915711,37.57167431,18.03440367,,38508,9172.57831,1431.978178,16871.47821,6764.696219,2638.031601,906.1859133,738.0515649,,25592114,4722971,5848242,5847520,2438937,4775128,1688151,2740347,,342,88,31,,,,,,,,,,,,2625,0.06856113
6/7/2021,487,52,771,217,115,57,23,916,2634,2638,410520,760,108,51,40,5,0,1037,323,97,264,64,8,460,51,10,221,12,1,77,4,4,,746.0545877,79.66085947,1181.125436,332.4308943,176.1730546,87.32055749,35.23461092,,38700,9688.55565,1417.204347,16833.53764,6446.386243,2700.883026,904.2227629,725.2103332,,25589480,4722484,5848190,5846749,2438720,4775013,1688094,2740324,,342,88,31,,,,,,,,,,,,2594,0.067362626
7/7/2021,455,35,969,371,141,41,68,902,2979,2982,413499,751,112,45,41,3,0,1013,328,94,255,62,9,444,49,8,203,13,1,81,4,4,,652.3125,50.17788462,1389.210577,531.8855769,202.1451923,58.77980769,97.48846154,,39382,9712.963479,1367.323519,17349.7722,6395.321062,2817.470769,947.0511817,811.0977846,,25586501,4722029,5848155,5845780,2438349,4774872,1688053,2740256,,342,88,31,,,,,,,,,,,,2587,0.066847545
8/7/2021,221,15,595,183,130,35,42,657,1875,1878,415374,727,116,39,34,3,0,1054,338,94,252,55,10,407,45,8,194,11,2,89,4,4,,339.9164619,23.07125307,915.1597052,281.4692875,199.95086,53.83292383,64.5995086,,38379,9537.104321,1319.108711,17032.10238,5997.47612,2753.243873,944.9734693,816.9911252,,25584626,4721808,5848140,5845185,2438166,4774742,1688018,2740214,,342,88,31,,,,,,,,,,,,2520,0.063988624
9/7/2021,411,40,700,174,90,59,8,760,2239,2242,417613,679,108,42,36,3,0,1027,315,99,254,53,11,389,44,8,198,12,2,87,4,4,,621.7692308,60.51282051,1058.974359,263.2307692,136.1538462,89.25641026,12.1025641,,38197,9351.339469,1286.691022,16958.28587,6086.061621,2777.240207,962.1286221,800.2531863,,25582387,4721397,5848100,5844485,2437992,4774652,1687959,2740206,,342,88,31,,,,,,,,,,,,2667,0.069491128
10/7/2021,349,28,611,254,37,22,52,816,2169,2169,419782,758,102,33,34,4,1,1094,325,97,384,53,11,383,43,8,204,11,2,93,5,3,,559.4833703,44.88691796,979.4966741,407.1884701,59.31485588,35.26829268,83.36141907,,37892,9288.008635,1182.541796,16814.52066,6151.251359,2654.574087,970.7272889,855.376178,,25580218,4721048,5848072,5843874,2437738,4774615,1687937,2740154,,342,88,31,,,,,,,,,,,,2505,0.065581067
11/7/2021,202,19,599,208,98,20,91,594,1831,1831,421613,765,111,55,33,4,1,1070,323,96,175,53,11,384,46,8,190,11,2,85,5,2,,298.9991916,28.12368634,886.6362167,307.8803557,145.0590137,29.60388036,134.6976556,,37247,9151.236497,1101.363102,16820.98508,5694.015058,2612.668504,948.5563579,941.1754006,,25578387,4720846,5848053,5843275,2437530,4774517,1687917,2740063,,342,88,31,,,,,,,,,,,,2650,0.069935606
12/7/2021,447,48,718,286,155,12,24,680,2370,2370,423983,699,112,51,30,2,0,1113,319,89,280,56,11,384,46,8,181,11,2,78,3,2,,626.8579882,67.31360947,1006.899408,401.0769231,217.3668639,16.82840237,33.65680473,,37601,9418.119931,1067.541004,16991.37219,5669.979173,2722.043001,835.1082548,914.8364462,,25576017,4720399,5848005,5842557,2437244,4774362,1687905,2740039,,342,88,31,,,,,,,,,,,,2553,0.068542433
7/13/2021,352,39,825,231,66,54,72,759,2398,2398,426381,709,116,52,26,7,0,1141,336,108,225,66,10,370,42,7,159,12,2,92,7,3,,515.0067114,57.06040268,1207.04698,337.9731544,96.56375839,79.00671141,105.3422819,,38079,9455.004781,1065.013519,17260.61932,5758.250703,2722.131132,841.7582454,993.2223027,,25573619,4720047,5847966,5841732,2437013,4774296,1687851,2739967,,342,88,31,,,,,,,,,,,,2374,0.063136619
7/14/2021,508,44,746,451,164,68,29,895,2905,2905,429286,716,112,46,23,7,0,1132,346,102,154,66,11,270,49,7,167,13,3,86,6,3,,734.199005,63.5920398,1078.174129,651.818408,237.0248756,98.27860697,41.91293532,,38540,9482.504116,1033.193017,17098.43041,6136.768781,2884.766568,899.6078094,1015.729297,,25570714,4719539,5847922,5840986,2436562,4774132,1687783,2739938,,342,88,31,,,,,,,,,,,,2451,0.064366186
7/15/2021,302,23,934,345,114,29,35,894,2676,2676,431962,708,113,46,29,11,0,1127,347,101,218,64,9,280,49,9,171,13,3,81,5,3,,453.5084175,34.53872054,1402.572391,518.0808081,171.1919192,43.54882155,52.55892256,,38580,9287.819937,977.7473536,17390.68701,6337.616506,2761.602791,857.7477241,976.7786769,,25568038,4719237,5847899,5840052,2436217,4774018,1687754,2739903,,342,88,31,,,,,,,,,,,,2336,0.060612351
7/16/2021,753,57,740,218,103,51,84,930,2936,2936,434898,756,114,50,31,11,0,1132,323,103,98,59,7,276,50,9,169,16,2,91,5,3,,1102.097707,83.42572283,1083.070788,319.0667996,150.7517448,74.6440678,122.9431705,,38624,9561.815527,992.2921241,17255.33029,6166.8632,2736.325435,892.5939083,1027.779519,,25565102,4718484,5847842,5839312,2435999,4773915,1687703,2739819,,342,88,31,,,,,,,,,,,,2478,0.064230171
7/17/2021,338,21,677,206,54,9,5,565,1875,1875,436773,591,112,47,28,11,0,1120,330,108,212,59,7,270,48,8,162,17,3,92,6,3,,483.778626,30.05725191,968.9885496,294.8473282,77.29007634,12.88167939,7.15648855,,37739,9081.515121,955.5026018,17267.66722,5932.87827,2645.755834,844.570749,1017.110201,,25563227,4718146,5847821,5838635,2435793,4773861,1687694,2739814,,342,88,31,,,,,,,,,,,,2405,0.062266984
7/18/2021,185,42,592,257,87,21,39,578,1801,1801,438574,677,101,41,28,11,0,1146,327,105,270,51,7,269,49,7,160,15,2,101,7,3,,272.4325429,61.84955029,871.7841374,378.4603434,128.1169256,30.92477514,57.43172527,,37241,8989.742204,875.6251406,17061.66688,6011.404706,2546.450346,821.1119034,945.9988233,,25561426,4717961,5847779,5838043,2435536,4773774,1687673,2739775,,342,88,31,,,,,,,,,,,,2303,0.061024404
7/19/2021,463,49,712,268,93,8,49,803,2445,2445,441019,723,104,44,25,5,0,1102,329,93,136,86,8,269,49,7,154,15,1,94,6,2,,689.4244823,72.96285018,1060.194884,399.0621194,138.4805116,11.91230207,72.96285018,,37358,9101.359221,861.6881872,17242.19182,6004.934408,2418.133215,779.664677,961.0284711,,25558981,4717498,5847730,5837331,2435268,4773681,1687665,2739726,,342,88,31,,,,,,,,,,,,2454,0.065895116
